sid,season,number,basin,subbasin,name,iso_time,nature,latitude,longitude,wmo_wind,wmo_pressure,wmo_agency,track_type,dist2land,landfall,iflag,usa_agency,usa_latitude,usa_longitude,usa_record,usa_status,usa_wind,usa_pressure,usa_sshs,usa_r34_ne,usa_r34_se,usa_r34_sw,usa_r34_nw,usa_r50_ne,usa_r50_se,usa_r50_sw,usa_r50_nw,usa_r64_ne,usa_r64_se,usa_r64_sw,usa_r64_nw,usa_poci,usa_roci,usa_rmw,usa_eye,tokyo_latitude,tokyo_longitude,tokyo_grade,tokyo_wind,tokyo_pressure,tokyo_r50_dir,tokyo_r50_longitude,tokyo_r50_short,tokyo_r30_dir,tokyo_r30_long,tokyo_r30_short,tokyo_land,cma_latitude,cma_longitude,cma_cat,cma_wind,cma_pressure,hko_latitude,hko_longitude,hko_cat,hko_wind,hko_pressure,newdelhi_latitude,newdelhi_longitude,newdelhi_grade,newdelhi_wind,newdelhi_pressure,newdelhi_ci,newdelhi_dp,newdelhi_poci,reunion_latitude,reunion_longitude,reunion_type,reunion_wind,reunion_pressure,reunion_tnum,reunion_ci,reunion_rmw,reunion_r34_ne,reunion_r34_se,reunion_r34_sw,reunion_r34_nw,reunion_r50_ne,reunion_r50_se,reunion_r50_sw,reunion_r50_nw,reunion_r64_ne,reunion_r64_se,reunion_r64_sw,reunion_r64_nw,bom_latitude,bom_longitude,bom_type,bom_wind,bom_pressure,bom_tnum,bom_ci,bom_rmw,bom_r34_ne,bom_r34_se,bom_r34_sw,bom_r34_nw,bom_r50_ne,bom_r50_se,bom_r50_sw,bom_r50_nw,bom_r64_ne,bom_r64_se,bom_r64_sw,bom_r64_nw,bom_roci,bom_poci,bom_eye,bom_pos_method,bom_pressure_method,wellington_latitude,wellington_longitude,wellington_wind,wellington_pressure,nadi_latitude,nadi_longitude,nadi_cat,nadi_wind,nadi_pressure,ds824_latitude,ds824_longitude,ds824_stage,ds824_wind,ds824_pressure,td9636_latitude,td9636_longitude,td9636_stage,td9636_wind,td9636_pressure,td9635_latitude,td9635_longitude,td9635_wind,td9635_pressure,td9635_roci,neumann_latitude,neumann_longitude,neumann_class,neumann_wind,neumann_pressure,mlc_latitude,mlc_longitude,mlc_class,mlc_wind,mlc_pressure,usa_atcf_id
1972102S11140,1972,33,SP,EA,FAITH,1972-04-19 12:00:00 UTC,TS,-11.5871,149.252,,," ",main,129,129,I_____P_OOP_O_,jtwc_sh,-11.6,149.2," "," ",5,,-1,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,-11.6,149.233,,,991,,,,,,,,,,,,,,,,,,,,,-11.5,149.2,40,990,,,,,,-11.6,149.2,TC,45,992,-11.6095,149.233,1,3,,,,,,,-11.6,149.5,TC,45,992,,," ",,,SH281972
1972102S11140,1972,33,SP,EA,FAITH,1972-04-20 00:00:00 UTC,TS,-11.7148,148.538,,," ",main,166,166,I_____P_OOP_O_,jtwc_sh,-11.7,148.4," "," ",5,,-1,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,-11.7,148.433,,,992,,,,,,,,,,,,,,,,,,,,,-11.8,149.0,40,990,,,,,,-11.7,148.4,TC,45,992,-11.7033,148.432,1,2,,,,,,,-11.7,148.7,TC,45,992,,," ",,,SH281972
1972102S11140,1972,33,SP,EA,FAITH,1972-04-19 18:00:00 UTC,TS,-11.6517,148.897,,," ",main,157,157,I_____P_POP_O_,jtwc_sh,-11.7,148.8," "," ",5,,-1,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,-11.6309,148.833,,,990,,,,,,,,,,,,,,,,,,,,,-11.6648,149.115,40,990,,,,,,-11.6,148.8,TC,45,990,-11.6662,148.833,1,2,,,,,,,-11.6,149.1,TC,45,992,,," ",,,SH281972
1972102S11140,1972,33,SP,EA,FAITH,1972-04-19 06:00:00 UTC,TS,-11.5552,149.643,,," ",main,116,116,I_____P_POP_O_,jtwc_sh,-11.6,149.6," "," ",5,,-1,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,-11.6079,149.633,,,990,,,,,,,,,,,,,,,,,,,,,-11.32,149.54,40,990,,,,,,-11.6,149.6,TC,45,990,-11.5583,149.627,1,4,,,,,,,-11.6,149.9,TC,45,991,,," ",,,SH281972
2018314S06091,2019,85,SI,MM,BOUCHRA,2018-11-17 00:00:00 UTC,NR,-10.7634,89.275,,," ",PROVISIONAL,1471,1471,I_____________,tcvitals,-10.7634,89.275," "," ",28,1005,-1,67,62,48,98,,,,,,,,,1008,211,53," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI042018
2018084S15159,2018,18,SP,EA,IRIS,2018-03-26 06:00:00 UTC,NR,-17.4187,157.975,,," ",PROVISIONAL,709,689,I_____________,tcvitals,-17.4187,157.975," "," ",35,1000,0,112,95,63,83,,,,,,,,,1006,270,57," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP172018
2018197N19128,2018,40,WP,MM,SON-TINH,2018-07-19 06:00:00 UTC,NR,19.428,103.681,,," ",PROVISIONAL,0,0,I_____________,tcvitals,19.428,103.681," "," ",34,995,0,,66,55,,,,,,,,,,1001,207,37," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP112018
2019001N07111,2019,1,WP,MM,PABUK,2019-01-04 00:00:00 UTC,NR,7.81239,101.85,,," ",PROVISIONAL,116,101,I_____________,tcvightals,7.81239,101.85," "," ",45,993,0,95,75,52,92,,,,,,,,,1010,170,37," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP362018
2018258S10072,2019,66,SI,MM,NOT_NAMED,2018-09-16 06:00:00 UTC,NR,-11.4557,66.8845,,," ",PROVISIONAL,1376,1322,I_____________,tcvitals,-11.5114,66.969," "," ",37,1006,0,17,58,40,31,,,,,,,,,1013,150,23," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI012018
2018203N13138,2018,43,WP,MM,JONGDARI,2018-07-27 18:00:00 UTC,NR,30.4007,144.399,,," ",PROVISIONAL,652,533,I_____________,tcvitals,30.4007,144.399," "," ",88,953,2,204,207,161,149,,,,,,,,,998,215,10," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP152018
2018365S13140,2019,92,SP,EA,PENNY,2019-01-04 00:00:00 UTC,NR,-15.9552,156.282,,," ",PROVISIONAL,791,791,I_____________,tcvitals,-15.9552,156.282," "," ",52,988,0,141,112,144,144,,,,,,,,,1005,256,34," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP082018
2018258S10072,2019,66,SI,MM,NOT_NAMED,2018-09-16 12:00:00 UTC,NR,-11.9611,65.8242,,," ",PROVISIONAL,1252,1199,I_____________,tcvitals,-12.0069,65.8423," "," ",36,1008,0,35,52,35,23,,,,,,,,,1011,144,23," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI012018
2018267N33314,2018,70,NA,NA,LESLIE,2018-09-26 12:00:00 UTC,NR,33.7468,-40.0305,,," ",PROVISIONAL,1814,1719,I_____________,tcvitals,33.7468,-40.0305," "," ",57,986,0,191,219,277,460,,,111,134,,,,,1013,383,88," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,AL132018
2019043S14165,2019,10,SP,MM,OMA,2019-02-23 06:00:00 UTC,NR,-28.1682,161.681,,," ",PROVISIONAL,792,778,I_____________,tcvitals,-28.1682,161.681," "," ",35,987,0,143,264,282,241,,,,,,,,,1005,357,52," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP152019
2018314S06091,2019,85,SI,WA,BOUCHRA,2018-11-16 06:00:00 UTC,NR,-8.99089,90.823,,," ",PROVISIONAL,1213,1213,I_____________,tcvitals,-8.99089,90.823," "," ",25,1005,-1,66,64,50,91,,,,,,,,,1008,225,56," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI042018
2018084N06141,2018,17,WP,MM,JELAWAT,2018-03-26 06:00:00 UTC,NR,8.46394,136.602,,," ",PROVISIONAL,1036,1035,I_____________,tcvitals,8.46394,136.602," "," ",29,1002,-1,,,,,,,,,,,,,1006,253,38," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP032018
2019005N05174,2019,3,WP,MM,NOT_NAMED,2019-01-14 12:00:00 UTC,NR,4.95729,153.792,,," ",PROVISIONAL,921,881,I_____________,tcvitals,4.95729,153.792," "," ",19,1004,-1,,,,,,,,,,,,,1006,152,57," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP012019
2018310S09061,2019,84,SI,MM,ALCIDE,2018-11-10 00:00:00 UTC,NR,-13.3975,52.9624,,," ",PROVISIONAL,316,297,I_____________,tcvitals,-13.275,52.9874," "," ",62,990,0,83,95,83,86,,,,,,,,,1011,193,23," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI032018
2018010S18123,2018,4,SI,WA,JOYCE,2018-01-13 00:00:00 UTC,NR,-21.2822,118.589,,," ",PROVISIONAL,0,0,I_____________,tcvitals,-21.2822,118.588," "," ",37,994,0,118,106,83,95,,,,,,,,,1001,184,40," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI052018
2018197N19128,2018,40,WP,MM,SON-TINH,2018-07-19 18:00:00 UTC,NR,19.9538,102.823,,," ",PROVISIONAL,0,0,I_____________,tcvitals,19.9538,102.823," "," ",27,999,-1,,80,58,,,,,,,,,,1002,197,32," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP112018
2018197N19128,2018,40,WP,MM,SON-TINH,2018-07-20 00:00:00 UTC,NR,20.3703,103.075,,," ",PROVISIONAL,0,0,I_____________,tcvitals,20.3703,103.075," "," ",26,999,-1,,87,60,,,,,,,,,,1002,193,35," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP112018
2019005N05174,2019,3,WP,MM,NOT_NAMED,2019-01-14 18:00:00 UTC,NR,4.70545,152.9,,," ",PROVISIONAL,858,837,I_____________,tcvitals,4.70545,152.901," "," ",19,1004,-1,,,,,,,,,,,,,1006,142,57," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP012019
2018307N14251,2018,83,EP,MM,XAVIER,2018-11-06 06:00:00 UTC,NR,18.9371,-107.832,,," ",PROVISIONAL,270,270,I_____________,tcvightals,18.9371,-107.832," "," ",38,1005,0,40,,,40,,,,,,,,,1009,104,23," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,EP252018
2018197N19128,2018,40,WP,MM,SON-TINH,2018-07-20 18:00:00 UTC,NR,21.1364,105.139,,," ",PROVISIONAL,0,0,I_____________,tcvitals,21.1364,105.139," "," ",21,999,-1,,108,65,,,,,,,,,,1001,181,45," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP112018
2018197N19128,2018,40,WP,MM,SON-TINH,2018-07-21 00:00:00 UTC,NR,20.9476,105.83,,," ",PROVISIONAL,0,0,I_____________,tcvitals,20.9476,105.83," "," ",20,999,-1,,115,66,,,,,,,,,,1001,177,48," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP112018
2018084S15159,2018,18,SP,EA,IRIS,2018-03-29 06:00:00 UTC,NR,-21.1383,155.435,,," ",PROVISIONAL,466,466,I_____________,tcvitals,-21.1383,155.435," "," ",35,999,0,121,137,86,81,,,,,,,,,1005,288,80," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP172018
2018244N14252,2018,60,EP,CP,OLIVIA,2018-09-14 06:00:00 UTC,NR,18.9405,-164.639,,," ",PROVISIONAL,608,608,I_____________,tcvitals,18.9405,-164.639," "," ",29,1008,-1,,,,,,,,,,,,,1010,115,35," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,EP172018
2018246N22283,2018,61,NA,NA,GORDON,2018-09-06 06:00:00 UTC,NR,33.5131,-90.9543,,," ",PROVISIONAL,0,0,I_____________,tcvitals,33.5131,-90.9543," "," ",28,1013,-1,,,,,,,,,,,,,1015,86,23," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,AL072018
2018246N22283,2018,61,NA,NA,GORDON,2018-09-06 18:00:00 UTC,NR,34.4372,-91.6335,,," ",PROVISIONAL,0,0,I_____________,tcvitals,34.4372,-91.6335," "," ",32,1013,-1,,,,,,,,,,,,,1016,121,23," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,AL072018
2018244N14252,2018,60,EP,CP,OLIVIA,2018-09-14 12:00:00 UTC,NR,18.8559,-165.699,,," ",PROVISIONAL,705,705,I_____________,tcvitals,18.8559,-165.699," "," ",29,1008,-1,,,,,,,,,,,,,1010,115,35," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,EP172018
2019005N05174,2019,3,WP,MM,NOT_NAMED,2019-01-17 00:00:00 UTC,NR,6.45232,146.149,,," ",PROVISIONAL,965,944,I_____________,tcvitals,6.45232,146.149," "," ",19,1003,-1,,,,,,,,,,,,,1005,201,45," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP012019
2018197N19128,2018,40,WP,MM,SON-TINH,2018-07-20 06:00:00 UTC,NR,20.7637,103.63,,," ",PROVISIONAL,0,0,I_____________,tcvitals,20.7637,103.63," "," ",24,999,-1,,94,61,,,,,,,,,,1002,189,38," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP112018
2018314S06091,2019,85,SI,WA,BOUCHRA,2018-11-16 12:00:00 UTC,NR,-9.5224,90.4205,,," ",PROVISIONAL,1284,1284,I_____________,tcvitals,-9.5224,90.4205," "," ",26,1005,-1,67,63,50,93,,,,,,,,,1008,220,55," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI042018
2018267N33314,2018,70,NA,NA,LESLIE,2018-09-25 18:00:00 UTC,NR,32.5512,-44.0316,,," ",PROVISIONAL,1742,1717,I_____________,tcvitals,32.5512,-44.0315," "," ",32,1004,-1,,,,138,,,,,,,,,1015,356,138," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,AL132018
2018336S14154,2019,87,SP,EA,OWEN,2018-12-04 18:00:00 UTC,NR,-16.5297,154.514,,," ",PROVISIONAL,736,723,I_____________,tcvitals,-16.5297,154.514," "," ",27,1004,-1,64,55,46,52,,,,,,,,,1008,155,49," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP052018
2018270S11162,2019,72,SP,MM,LIUA,2018-09-28 12:00:00 UTC,NR,-12.6178,161.038,,," ",PROVISIONAL,219,219,I_____________,tcvitals,-12.6178,161.038," "," ",32,1001,-1,,,,,,,,,,,,,1008,192,52," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP022018
2018267N33314,2018,70,NA,NA,LESLIE,2018-09-26 18:00:00 UTC,NR,36.0202,-39.8998,,," ",PROVISIONAL,1613,1524,I_____________,tcvitals,36.0202,-39.8998," "," ",60,979,0,268,230,277,506,,,176,222,,,,,1013,421,130," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,AL132018
2018314S06091,2019,85,SI,MM,BOUCHRA,2018-11-16 18:00:00 UTC,NR,-10.1586,89.9265,,," ",PROVISIONAL,1377,1377,I_____________,tcvitals,-10.1586,89.9265," "," ",27,1005,-1,67,62,49,95,,,,,,,,,1008,216,54," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI042018
2019005N05174,2019,3,WP,MM,NOT_NAMED,2019-01-13 06:00:00 UTC,NR,5.63767,157.887,,," ",PROVISIONAL,1193,1166,I_____________,tcvitals,5.63767,157.887," "," ",17,1002,-1,,,,,,,,,,,,,1005,173,57," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP012019
2018314S06091,2019,85,SI,MM,BOUCHRA,2018-11-17 12:00:00 UTC,NR,-11.3073,87.3148,,," ",PROVISIONAL,1672,1672,I_____________,tcvitals,-11.3073,87.3148," "," ",29,1002,-1,68,60,47,102,,,,,,,,,1009,227,52," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI042018
2018084N06141,2018,17,WP,MM,JELAWAT,2018-03-26 12:00:00 UTC,NR,9.38183,135.719,,," ",PROVISIONAL,1019,991,I_____________,tcvitals,9.38183,135.719," "," ",29,1001,-1,,,,,,,,,,,,,1005,241,42," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP032018
2018084S15159,2018,18,SP,EA,IRIS,2018-04-08 18:00:00 UTC,NR,-14.6625,154.169,,," ",PROVISIONAL,595,570,I_____________,tcvitals,-14.6625,154.169," "," ",25,1005,-1,,,,,,,,,,,,,1008,173,57," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP172018
2018003S15053,2018,2,SI,MM,AVA,2018-01-09 12:00:00 UTC,NR,-30.2891,48.2277,,," ",PROVISIONAL,585,585,I_____________,tcvitals,-30.2891,48.2277," "," ",32,991,-1,,,,,,,,,,,,,1002,230,57," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI032018
2018165N24123,2018,31,WP,MM,NOT_NAMED,2018-06-14 00:00:00 UTC,NR,25.2072,124.633,,," ",PROVISIONAL,262,262,I_____________,tcvitals,25.2072,124.633," "," ",32,995,-1,,,,,,,,,,,,,998,123,46," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP072018
2018336S14154,2019,87,SP,EA,OWEN,2018-12-05 00:00:00 UTC,NR,-16.9676,154.53,,," ",PROVISIONAL,704,698,I_____________,tcvitals,-16.9676,154.53," "," ",26,1004,-1,64,56,46,52,,,,,,,,,1008,155,53," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP052018
2019005N05174,2019,3,WP,MM,NOT_NAMED,2019-01-14 06:00:00 UTC,NR,5.23042,154.813,,," ",PROVISIONAL,985,952,I_____________,tcvitals,5.23042,154.813," "," ",19,1004,-1,,,,,,,,,,,,,1006,162,57," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP012019
2018197N19128,2018,40,WP,MM,SON-TINH,2018-07-20 12:00:00 UTC,NR,21.0474,104.362,,," ",PROVISIONAL,0,0,I_____________,tcvitals,21.0474,104.362," "," ",23,999,-1,,101,63,,,,,,,,,,1001,185,42," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP112018
2018251N14325,2018,63,NA,CS,ISAAC,2018-09-15 18:00:00 UTC,NR,15.196,-71.6018,,," ",PROVISIONAL,269,240,I_____________,tcvitals,15.196,-71.6018," "," ",26,1006,-1,,,,,,,,,,,,,1008,121,115," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,AL092018
2019003S11177,2019,2,SP,MM,MONA,2019-01-04 00:00:00 UTC,NR,-14.6444,176.743,,," ",PROVISIONAL,304,304,I_____________,tcvitals,-14.6444,176.743," "," ",45,992,0,95,97,66,66,,,,,,,,,1001,149,34," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP092019
2018180N20132,2018,35,WP,MM,PRAPIROON,2018-06-30 06:00:00 UTC,NR,21.4124,129.105,,," ",PROVISIONAL,785,776,I_____________,tcvitals,21.4124,129.105," "," ",45,993,0,115,118,86,95,,,,,,,,,1004,210,63," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,WP092018
2018315N13089,2018,86,NI,BB,GAJA,2018-11-15 12:00:00 UTC,NR,10.9494,81.1999,,," ",PROVISIONAL,142,98,I_____________,tcvitals,10.9494,81.1999," "," ",64,987,1,55,63,69,78,,,,,,,,,1009,207,17," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,BB072018
2018075S10132,2018,15,SI,WA,MARCUS,2018-03-24 12:00:00 UTC,NR,-28.056,107.963,,," ",PROVISIONAL,560,555,I_____________,tcvitals,-28.056,107.963," "," ",32,997,-1,,,,,,,,,,,,,1005,242,34," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SI152018
2018243N13342,2018,59,NA,NA,FLORENCE,2018-09-16 18:00:00 UTC,NR,33.9497,-81.7701,,," ",PROVISIONAL,0,0,I_____________,tcvitals,33.9497,-81.7701," "," ",27,1004,-1,,,,,,,,,,,,,1006,236,230," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,AL062018
2018084S15159,2018,18,SP,EA,IRIS,2018-03-31 12:00:00 UTC,NR,-15.0106,149.675,,," ",PROVISIONAL,462,442,I_____________,tcvitals,-15.0106,149.675," "," ",29,1000,-1,60,85,80,59,,,,,,,,,1004,267,60," ",,,,,,,,,,,,,,,,,," ",," ",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,," ",,,,," ",,,SP172018
